# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PTK2	PTK2	NR_148036.2		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NR_148037.2		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NR_148038.2		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NR_148039.2		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RAD50	RAD50	NM_005732.4	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
RAD51C	RAD51C	NM_058216.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RAD51C	RAD51C	NR_103872.2		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RAD54B	RAD54B	NM_001205263.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RAD54B	RAD54B	NM_012415.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RANBP2	RANBP2	NM_006267.5	protein_coding	2	2	6	5	0	1	0	1	0	0	0	0	5	5	0	1	0	1	0	1	2	0
RB1	RB1	NM_000321.2	protein_coding	0	2	0	10	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0
RECQL4	RECQL4	NM_004260.3	protein_coding	2	7	5	7	0	0	0	0	0	0	0	0	10	5	0	1	1	2	0	1	5	0
ROS1	ROS1	NM_002944.2	protein_coding	0	2	1	5	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	2	0
SETD2	SETD2	NM_001349370.2	protein_coding	1	3	4	2	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	3	0
SETD2	SETD2	NM_014159.6	protein_coding	1	3	4	2	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	3	0
SETD2	SETD2	NR_146158.2		0	0	0	10	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0
SGO2	SGO2	NM_001160033.1	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
SGO2	SGO2	NM_001160046.1	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
SGO2	SGO2	NM_152524.6	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
SLX4	SLX4	NM_032444.4	protein_coding	0	0	8	3	2	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0
TERT	TERT	NM_001193376.2	protein_coding	0	3	1	5	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0
TERT	TERT	NM_198253.3	protein_coding	0	3	1	5	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0
TERT	TERT	NR_149162.2		0	0	0	9	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0
TERT	TERT	NR_149163.2		0	0	0	9	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0
TET2	TET2	NM_001127208.2	protein_coding	3	0	7	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	1	0	0
TET2	TET2	NM_017628.4	protein_coding	2	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0
TET2-AS1	TET2-AS1	NR_126420.1		0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
TP53	TP53	NM_000546.5	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
TP53	TP53	NM_001126112.2	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
TP53	TP53	NM_001126113.2	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
TP53	TP53	NM_001126114.2	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
TP53	TP53	NM_001126115.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TP53	TP53	NM_001126116.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TP53	TP53	NM_001126117.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TP53	TP53	NM_001126118.1	protein_coding	0	0	1	3	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
TP53	TP53	NM_001276695.2	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
TP53	TP53	NM_001276696.2	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
TP53	TP53	NM_001276697.2	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TP53	TP53	NM_001276698.2	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TP53	TP53	NM_001276699.2	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TP53	TP53	NM_001276760.2	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
TP53	TP53	NM_001276761.2	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
TP53BP1	TP53BP1	NM_001141979.3	protein_coding	0	2	4	3	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	2	0
TP53BP1	TP53BP1	NM_001141980.3	protein_coding	0	2	4	3	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	2	0
TP53BP1	TP53BP1	NM_001355001.2	protein_coding	0	1	2	6	0	3	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0
TP53BP1	TP53BP1	NM_005657.4	protein_coding	0	2	4	3	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	2	0
TSC1	TSC1	NM_000368.5	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
TSC1	TSC1	NM_001162426.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
TSC1	TSC1	NM_001162427.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
TSC1	TSC1	NM_001362177.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
TSC2	TSC2	NM_000548.5	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001077183.2	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001114382.2	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001318827.1	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001318829.1	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001318831.1	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001318832.1	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001363528.1	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001370404.1	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_001370405.1	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TSC2	TSC2	NM_021055.2	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0	4	0
TUBGCP4	TUBGCP4	NM_001286414.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBGCP4	TUBGCP4	NM_014444.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBR1	UBR1	NM_174916.3	protein_coding	0	3	2	10	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	3	0
UBR4	UBR4	NM_020765.3	protein_coding	0	3	9	11	0	0	0	0	0	0	0	0	12	9	0	0	0	1	0	0	2	0
VCP	VCP	NM_001354927.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
VCP	VCP	NM_001354928.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
VCP	VCP	NM_007126.5	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ZAR1L	ZAR1L	NM_001136571.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF276	ZNF276	NM_001113525.2	protein_coding	0	0	0	5	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ZNF276	ZNF276	NM_152287.4	protein_coding	0	0	0	5	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ZNF276	ZNF276	NR_110122.2		0	0	0	5	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
ZNF276	ZNF276	NR_110126.2		0	0	0	5	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
ZNF276	ZNF276	NR_110128.1		0	0	0	4	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ZNF276	ZNF276	NR_110129.2		0	0	0	5	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
